user_id,m3_retained
kaid_1015212384326747003930809,0
kaid_321289111005207400631589,0
kaid_322450680031693768415111,0
kaid_311186663493167455588545,1
kaid_321558226407484708724060,0
kaid_322367311421519842130692,0
kaid_32353760925916256995520,1
kaid_324066045295859432169442,0
kaid_322668047318552343325060,0
kaid_322497936745930072210358,0
kaid_311213228316281022484374,0
kaid_323248826229346258016943,0
kaid_319655421082245836823349,0
kaid_321729892545579578259203,0
kaid_314883588003386553408463,0
kaid_129366291221625858789917,0
kaid_133110987654594747747748,0
kaid_133747413964178809837377,0
kaid_12690289620295487934591,0
kaid_125312514871839682136928,0
kaid_1208749524348644590282243,1
kaid_135319593865526307977417,0
kaid_124134420926036395961099,0
kaid_133047465218229233799750,0
kaid_124100940128270949218357,0
kaid_121001312862954576112197,0
kaid_120745392108990180165984,0
kaid_128131301598242481553935,0
kaid_129377924503004820872130,0
kaid_126969215811122765122274,0
kaid_125144752689746583710689,0
kaid_1208144644971545314422879,0
kaid_134158916181141498183767,0
kaid_1207263815329353493317770,0
kaid_1030268358418861399242286,0
kaid_1035520431155941385984179,0
kaid_1031002745592578253593449,0
kaid_1032577894759963053956978,0
kaid_1040229986779689539430690,0
kaid_1037434648536080336747930,0
kaid_1041221284756755897067270,0
kaid_1039647174195149604566207,0
kaid_1033032171418724292488946,0
kaid_1041124037655477954380498,0
kaid_1035861940499699423869346,1
kaid_1100840430076098643268147,0
kaid_1106990745204943854947947,0
kaid_110508379481691912025123,1
kaid_1106335765330004142283226,0
kaid_1105917732394555312691066,0
kaid_1098717483083407022718519,0
kaid_1104347201015725540016075,0
kaid_1109352530766600091974347,0
kaid_1099480678164548907763768,0
kaid_1098855395068742244507013,0
kaid_1109332453419200942994258,0
kaid_1100511587735312076163922,0
kaid_1099866661685003273467573,0
kaid_1101147328005250158042736,0
kaid_1104706937283322368607173,0
kaid_1103193536647036581596515,0
kaid_1124159116288920900151111,0
kaid_1123644556800176943965824,0
kaid_1117918412895398805353621,0
kaid_1118925749195459361041409,0
kaid_1113552298250297724925416,0
kaid_1116432396026116990679961,0
kaid_1114725442134039550205034,0
kaid_1115533463579202602144400,1
kaid_1122648450310668039106248,0
kaid_1119535818114916906899345,0
kaid_1120979444956257927733520,0
kaid_1119269240913351023574043,0
kaid_1122130378782699881933999,0
kaid_1113197248835599003170441,1
kaid_1120887378955354538521752,0
kaid_1122248543795191078639259,0
kaid_1080345088287271670162169,0
kaid_1082453209668483733629863,0
kaid_1073358740590253556222546,0
kaid_1080791835781298878550736,1
kaid_1074622941005516763324921,1
kaid_1077318938785111581535291,0
kaid_1067682802043171955663613,0
kaid_1073443741863139688136715,0
kaid_1073334002427330087438870,0
kaid_1070410703161421737549475,0
kaid_1070751016013281777664247,1
kaid_1073419145507162978296813,0
kaid_1068409034870780330705403,0
kaid_1073061603964233777021534,0
kaid_1079964533653472979206040,0
kaid_1164095220907544670876341,0
kaid_1159523061383778403677610,1
kaid_1150421496549914800880709,0
kaid_1151467146048068023708879,0
kaid_1154456036531985493329030,0
kaid_1156809042585497889364181,0
kaid_1161951613093942214206551,0
kaid_115750897442965059140261,0
kaid_1155266238224325683206757,0
kaid_1158749919110964617541113,0
kaid_1094264724735908833879090,0
kaid_1089729369307792237371631,0
kaid_1089237677879210981923515,0
kaid_1090432066850915676119039,0
kaid_1094402273183476858705280,0
kaid_1083520053938583035632557,0
kaid_1091952777428584354302270,0
kaid_1085720171292502677997887,0
kaid_1094275706389127072945460,0
kaid_1096588941582180035660384,0
kaid_1091931862410623216314246,0
kaid_109200427305076236447488,0
kaid_568983974110427452671786,1
kaid_568681630969913801477115,0
kaid_566751475364627821180818,0
kaid_562292358238628882670181,0
kaid_563916103805868548255439,0
kaid_563036574178920504251355,1
kaid_566179592468040287040083,0
kaid_566466931905000935422586,0
kaid_563523613921569824344199,0
kaid_564165054999082201020251,0
kaid_567848132423390140868293,0
kaid_57212055553744539722954,0
kaid_574739917516360876718680,0
kaid_563744870446285972924810,0
kaid_574385363224152785990753,0
kaid_574754410559825821600295,0
kaid_738679970428851906118628,0
kaid_738433155892963949260842,0
kaid_741209965482527831433566,0
kaid_729253114126041224826836,1
kaid_72892044595024318330374,0
kaid_7308181968574645318890,0
kaid_733620002504800067233163,1
kaid_732667058979288698743309,0
kaid_732579497043875265116424,1
kaid_742660640377071156533550,0
kaid_734383968292111354009734,0
kaid_738282752808919736943358,0
kaid_728021374713666222493766,0
kaid_73989499478406438901305,0
kaid_732178227134396598631022,0
kaid_738547757155585519928835,0
kaid_733684537532519812627871,0
kaid_735434986610136581872866,0
kaid_73367662598034852750554,0
kaid_739396777517401027940721,0
kaid_1132522685443378783593673,0
kaid_1127172954210532676816,1
kaid_1125198322211223487113741,0
kaid_1129879813505627175134058,0
kaid_1125058750667674040907289,0
kaid_1133392248631175894160338,0
kaid_112804320749220337565295,0
kaid_1133983949030919176739752,0
kaid_470122528602610482647054,0
kaid_465981336460072030424981,0
kaid_466095882285791369414220,0
kaid_469607298540591608637668,0
kaid_462395436215499112913350,0
kaid_469930229842407241347644,0
kaid_470007711753894971866476,0
kaid_476503348825790510985151,0
kaid_471494787436256096772899,0
kaid_469186873195684879870104,0
kaid_466375039955924636828280,0
kaid_465418702863097697067787,0
kaid_796901844215864002957301,1
kaid_796897649730077010957823,1
kaid_79515583261886994682994,0
kaid_798354174890849848012758,0
kaid_786798385513743204144323,0
kaid_786875938047960149746031,0
kaid_793879153238632720053977,0
kaid_795265036366458600782270,0
kaid_795509357921631157967626,0
kaid_786942565143461334571346,0
kaid_792497253443985390245990,0
kaid_787242422315549825893143,0
kaid_789103228843454848720572,0
kaid_785893726658819008111242,0
kaid_249639437051548104059297,0
kaid_243334614447039233436689,0
kaid_240957899438452155905639,0
kaid_240675116094868357453104,0
kaid_25011008430833717095711,0
kaid_24207603920520513453804,0
kaid_240361188397363675743313,0
kaid_242960387329668356410564,0
kaid_137903586848278404761520,0
kaid_14488107830569720390798,0
kaid_139976985617530255026186,0
kaid_140290609690920631137286,0
kaid_136912275816711288106549,0
kaid_143994185095211162013240,1
kaid_138651332308286635399433,0
kaid_144367607513420485784882,0
kaid_145400816585806645569080,0
kaid_147570758231976944609924,0
kaid_147098936912783690406305,0
kaid_143050415848287480483571,0
kaid_143989032545633830360391,0
kaid_141737950608608164097909,0
kaid_141711590627757809493825,0
kaid_499724316079139689773550,0
kaid_494790184527420740743559,0
kaid_501530232264053051434720,0
kaid_497992698326000625086992,0
kaid_500983814949650273711338,0
kaid_497011071139950620227631,0
kaid_495137016431198673089015,0
kaid_499768818636777631137082,0
kaid_501033350909465511591258,0
kaid_495751884784273669392685,0
kaid_640208964037173160560950,0
kaid_641782380131794560007289,1
kaid_638125345642242430529436,0
kaid_641539034340725324404727,0
kaid_634961683241344164032599,0
kaid_635157832461310369071870,1
kaid_641984655731505239541231,0
kaid_631625405457754162433565,0
kaid_634353667120174840213677,0
kaid_586211745591468846414429,0
kaid_585380286984796567521031,0
kaid_578549664280498250178923,0
kaid_580391068957494973468688,0
kaid_581755263310604402308924,0
kaid_585005105981273764384113,0
kaid_582527895992383890001292,0
kaid_584195893166163891702370,0
kaid_583984520225991395678165,0
kaid_577367282446633066487015,0
kaid_577897619658276429287548,0
kaid_578459551462703650370818,0
kaid_939555702897801610462961,0
kaid_936167572465245340874773,0
kaid_940261811737665372583299,0
kaid_941566194122883466791044,0
kaid_936429891832589178222949,0
kaid_941259951805518702850897,0
kaid_942688932108560896671899,0
kaid_933733859512012637937144,0
kaid_936282932184629271015547,0
kaid_944635082133553805189055,0
kaid_94344377105762338871733,0
kaid_941503237969906363702902,0
kaid_382535092295399371044480,0
kaid_389383572265338489431298,1
kaid_384630280300605790337902,0
kaid_382671612836249395137940,0
kaid_388305273658650526049524,0
kaid_385145063287355647141904,0
kaid_387667738820880761500638,1
kaid_387261867123403471321558,0
kaid_387841192448145972679338,0
kaid_383186789975185059557780,0
kaid_385985232376479755704596,0
kaid_364802690620621870077996,0
kaid_366806770551579413915393,0
kaid_366492824654622995216626,0
kaid_3559935889567290755488,0
kaid_354602074215758535392061,0
kaid_36485163850926511515130,0
kaid_356150847492076108784621,0
kaid_660762722381738311341657,0
kaid_665008621464814755422425,0
kaid_666296254216146595027711,1
kaid_658104958216315280061458,0
kaid_66191807392808645730512,0
kaid_66564301669790228654483,0
kaid_660997186768040801596912,0
kaid_662494471369293842916603,0
kaid_663489004169760284808155,0
kaid_664876141509955479759627,0
kaid_66924209648094937579041,0
kaid_661422637596056574208394,0
kaid_864943548961803785511408,0
kaid_858874014775737117249142,1
kaid_863297358525387322630793,0
kaid_859944952220882654030176,0
kaid_857577100966905979286018,0
kaid_858464894370965400255518,0
kaid_859190123155814905630852,0
kaid_857682814385654496025595,0
kaid_864447015335470044202488,0
kaid_859467647698820171043736,0
kaid_858428082613798012335597,1
kaid_594280073863858011004389,0
kaid_595410514321495183357777,0
kaid_587908306209787455314686,0
kaid_596228630149653173322967,0
kaid_587221245718692110856805,0
kaid_596166171964994829070206,0
kaid_597704439772289040304573,0
kaid_593044916710615495715611,0
kaid_59965106607958695072693,0
kaid_599385506553854273543894,0
kaid_586942352896539875050726,0
kaid_597933004072659033734706,0
kaid_600824440798586640446286,0
kaid_590369926528563357342122,0
kaid_594930387304690485809514,0
kaid_591173378930018072929110,0
kaid_591015200091564367398130,0
kaid_6912498961242942126637,0
kaid_685039157054998964945293,0
kaid_691518604315622378115581,0
kaid_693106117612596427567905,0
kaid_696635636629469202451765,0
kaid_688178563918347203493507,0
kaid_692279875582330012066588,1
kaid_687409208395394087276531,0
kaid_688467861640833935991685,0
kaid_698186878308797897107789,0
kaid_686953678922386599437808,0
kaid_689373754141152103586654,0
kaid_692416549232826083670757,0
kaid_689554888302879734634156,1
kaid_890482611390537469155465,0
kaid_880291682335661466961549,0
kaid_882407996677084602917372,0
kaid_880330499612543942146692,0
kaid_88766645436094957347905,0
kaid_891419444020546404233803,0
kaid_887022821642073618844997,0
kaid_89232211221807814466506,0
kaid_891542693960417926970365,0
kaid_890240458603342760080157,0
kaid_887055476098808080996913,0
kaid_887508903034814636500609,0
kaid_393639281053053931412813,0
kaid_399243962970153321865667,0
kaid_399756747720228207977380,0
kaid_394231386852074073426897,0
kaid_399748295150527063493932,0
kaid_395515205115192358521086,0
kaid_394221307489745801234845,0
kaid_393086349308690097560200,0
kaid_39441841392188321443265,0
kaid_392712132547402328320705,1
kaid_399596545985656163160450,0
kaid_394643984423779315978879,0
kaid_393287018345729283812127,0
kaid_392463601608902431170645,0
kaid_1140691806662072287034778,0
kaid_1146221861694120137616414,0
kaid_114167967519377015948127,1
kaid_114060929026253348346308,0
kaid_1137093579114490464045290,0
kaid_1139908466094098069004073,0
kaid_1143766154648213678831221,0
kaid_1141942393815566837278910,0
kaid_1137422436755720196360634,0
kaid_113547422566957402504392,0
kaid_1142170808152641755804052,1
kaid_901357483819391934308194,0
kaid_901930299464254707964868,0
kaid_896445524603737707585667,1
kaid_350579135947999003137892,0
kaid_352782711225156977855156,0
kaid_35355620212432423899197,0
kaid_344061417883358707195243,0
kaid_350491030122798167938328,0
kaid_347374489694512411235565,1
kaid_353188563547532862980397,0
kaid_350957901248160025430572,0
kaid_343232496343065196047904,0
kaid_351909106837519423953299,0
kaid_342563090327516455367023,0
kaid_347448539919645289733380,0
kaid_348666408310233576545245,0
kaid_343070685408583632367758,0
kaid_350581840135643944684847,1
kaid_537594852371078454103306,0
kaid_53803920385050709584588,0
kaid_546812838198901214315549,0
kaid_539504492959791306074229,0
kaid_538902521296646282235869,0
kaid_54059000801510858999085,0
kaid_542309604739131386852277,0
kaid_54370185937375390834025,0
kaid_535748249504823342306228,0
kaid_545589069884479831331606,0
kaid_546173306937719487681264,0
kaid_5458754014402137427821,0
kaid_537879478114690302796617,0
kaid_964076855695519219070520,0
kaid_970869676156370535868719,0
kaid_96597556168489763626610,0
kaid_963196326440404935826949,0
kaid_963257474481109603754543,0
kaid_964981917710122575295432,0
kaid_96726524555915335612582,0
kaid_965635051009730433079470,0
kaid_972766846428448422036624,0
kaid_970167100513474960785433,0
kaid_963466624894916060962785,0
kaid_966339075152805810945492,0
kaid_96674080442061771682399,1
kaid_972363267110397349482996,0
kaid_850735140944805867513581,0
kaid_844090736615776588448176,0
kaid_844070030001157726761795,0
kaid_850714096691786020914446,0
kaid_840776661455627152658979,0
kaid_850505640581703524834817,0
kaid_841528637149085865728987,0
kaid_840916229138835067576018,0
kaid_844871069944899130560761,0
kaid_844941335090670853709676,0
kaid_843017068526365150046884,0
kaid_848372988658458086066202,0
kaid_851939432045040893582233,0
kaid_851594160466575160048280,0
kaid_989330270723599143464184,0
kaid_997496905179340906252157,0
kaid_993434059365355919631035,0
kaid_996870962944354787369567,0
kaid_988961299853958583872848,0
kaid_999944283981782881361075,0
kaid_99279175914143567086171,1
kaid_996555031544517640183999,0
kaid_655868376365719518700765,0
kaid_656522793361214119206913,0
kaid_6456450471961209470912,0
kaid_646732327735950908204820,0
kaid_655411719487586555849500,0
kaid_656978940743629288762856,0
kaid_656807225103194874625627,0
kaid_651203489752457349233878,0
kaid_647967937858193599026523,1
kaid_648988686490309928480712,0
kaid_645002975936401043702103,0
kaid_650023814647051298971380,1
kaid_651022085377327720606436,0
kaid_646193930273099023122958,0
kaid_654148405924239990080513,0
kaid_653561185544821981159742,0
kaid_80294058649082308658706,0
kaid_805331780626678682136580,0
kaid_806602449388897508752833,0
kaid_805428924229023126433937,1
kaid_800583778922678725262609,1
kaid_800882413657738973079215,0
kaid_807283860862399374651912,1
kaid_80095437439862390125660,0
kaid_812076772159061370611333,0
kaid_809128684547787874140940,1
kaid_806723161833228786126787,0
kaid_831386921979454509202708,1
kaid_830641113442996323439119,0
kaid_829934480586946706378298,0
kaid_83391959475348851219333,0
kaid_830842277866847694092204,0
kaid_832151659370627347446000,0
kaid_826920884327914300657301,0
kaid_834202067778122060240946,0
kaid_827899720769091631300502,0
kaid_831117583553559395112940,0
kaid_835782109853195906338692,0
kaid_836355007518975033820665,0
kaid_839037698624438175178967,0
kaid_827180408638687299029465,0
kaid_827873672452047311183553,0
kaid_833397722552997891103344,0
kaid_831190062527509288548801,1
kaid_979230463879391778987088,0
kaid_985498834607037900376631,0
kaid_977285353369706561244770,1
kaid_977886596321433918820363,0
kaid_984700119980223799079606,0
kaid_981696224258413003729473,0
kaid_973737861412862914748075,0
kaid_978180867600668910237753,1
kaid_984389100867490221020101,0
kaid_987458026416777967609450,0
kaid_975060111345077043225283,0
kaid_985891153963346894098111,0
kaid_98736013431079129118506,0
kaid_981138541554459346675103,0
kaid_979401056856773895858939,0
kaid_980952142415189335993838,0
kaid_982482869072617944568025,1
kaid_978537633816191599275522,0
kaid_980535542525769158770562,0
kaid_978923980956668744525624,0
kaid_97611202660414384290411,0
kaid_264822261920756024094520,0
kaid_253824422960800325905998,0
kaid_255852404038084513740429,0
kaid_257075272639676384442052,0
kaid_266414702245184019001677,0
kaid_260959393116363183589967,0
kaid_258352594378177631027226,0
kaid_258575568104641876769071,0
kaid_254612272822606364804643,0
kaid_261643103142624177373591,0
kaid_257710984963136463570244,0
kaid_257693473628578250965579,0
kaid_256644962896873410040736,0
kaid_263739435241791007793349,0
kaid_2641895298236966097064,0
kaid_155634922126385113440026,0
kaid_153843144343557391157250,0
kaid_148857631974117547645270,1
kaid_158767110893595827861349,0
kaid_160929019241627987454889,0
kaid_158234548086843755030368,1
kaid_150632397910226513449438,0
kaid_1586447900528054298669,0
kaid_157398741516633178279098,0
kaid_158984663088458728209676,0
kaid_151271031355292938316107,0
kaid_158361417591080028218594,0
kaid_15764481232258123178850,0
kaid_155757280029485510003448,0
kaid_161836812130720134572060,0
kaid_152655888129024880754800,0
kaid_156219269474463177244850,0
kaid_157950615765264966226694,0
kaid_148807676980085859566755,0
kaid_153333999673957818378033,0
kaid_619097861379784631866109,0
kaid_629957103053795695042317,0
kaid_624977645311706843286669,0
kaid_62125073709147880927312,0
kaid_61828243208679777271346,0
kaid_623746179020883325158478,1
kaid_626420371102269172500359,0
kaid_620056240494598754008740,0
kaid_623106549209225331157544,0
kaid_631484033409631640886592,0
kaid_625950114877253914965706,0
kaid_626378009095009581073854,0
kaid_626508047007038663337209,0
kaid_623925169965987944597406,0
kaid_623467421979911419054128,1
kaid_624534433831759131774790,0
kaid_222812117956085176438423,0
kaid_223892992225034483219671,0
kaid_212306984322637923440381,0
kaid_222627220766164384716524,0
kaid_223659416780802919610539,0
kaid_212121703441774631146616,0
kaid_21189875978738172263257,0
kaid_222583037060135110918370,1
kaid_220607572160718359828090,0
kaid_212621313738918029034280,0
kaid_458922853342247806988485,0
kaid_447500571915129425751187,0
kaid_459879616006596185739771,1
kaid_457222429654445601743617,0
kaid_451992866932133026977038,0
kaid_448814818303222989387051,0
kaid_459214565135519742182329,0
kaid_447626784189313913749938,0
kaid_450810392042426511402955,0
kaid_450291921571712676213539,0
kaid_449411094816540633045184,0
kaid_452984931961748259969882,0
kaid_451734491208126759424684,0
kaid_448057811363778070776238,0
kaid_447269588242265922761377,1
kaid_455672603614077401313554,0
kaid_555237100005866711536908,0
kaid_55978410846950930504321,0
kaid_557979811358573784080902,1
kaid_552285786832097721826411,0
kaid_560971669762749480856752,0
kaid_561511856821513386592041,0
kaid_553940150226005693371370,0
kaid_56014620318225965434859,0
kaid_555719587812218563477867,0
kaid_553784917222221890231239,0
kaid_561543980560654193241777,0
kaid_556638529982790574204514,1
kaid_551353469223192455045133,1
kaid_925634661355423522377033,0
kaid_929806436432494287865144,0
kaid_931596209052958143951010,1
kaid_922099506471441330765750,0
kaid_933136437571914948209566,0
kaid_921050844613906135159221,0
kaid_931121211506536099890565,0
kaid_930308528411245714746884,0
kaid_931450207106082621925521,0
kaid_932409924639314616225161,0
kaid_92874786049273967950034,0
kaid_929122267085556218990389,0
kaid_670555740115339115408686,0
kaid_679968739129559377375242,0
kaid_674308710852782032734817,0
kaid_683575821057165343642492,0
kaid_669614467869644677495028,0
kaid_67093773851307574119404,1
kaid_67561122391493810419532,0
kaid_6758536089609783633317,0
kaid_683157332032789620372556,0
kaid_677249783784302510299236,0
kaid_67001146548283913732715,0
kaid_671321585129056701164393,0
kaid_672006205075789420350535,0
kaid_675937637929971490323919,0
kaid_669610565924904922723209,0
kaid_367724310787562886161598,0
kaid_368409657611225903940253,0
kaid_378352380106519350231185,0
kaid_36696112687310481720285,0
kaid_377274320877750615869802,0
kaid_367855844461887130736237,0
kaid_372980528797115939924342,0
kaid_445123638724860545745047,0
kaid_431546476327707567782026,0
kaid_433977058180718710558153,0
kaid_44396061092485362326484,0
kaid_442091813170093084456386,0
kaid_431706894615189191023978,0
kaid_43489438730212881746382,0
kaid_439932215684061297405893,0
kaid_442671197360351965223163,0
kaid_444909631551132856200093,1
kaid_432207302452006518664107,0
kaid_431791439018067934574078,0
kaid_441975714727171206343483,1
kaid_432788612053516620515199,0
kaid_440987402079939041478116,1
kaid_331277928959056559564366,0
kaid_325895025834500187805141,0
kaid_332949130756047767887587,0
kaid_334963653960253507435467,0
kaid_340347476703615031449440,0
kaid_331055289891579239633853,1
kaid_33786894730529633069035,1
kaid_332855055215877047115420,0
kaid_326145135642251724755097,0
kaid_341393811096834337302785,0
kaid_332812428927022014425904,0
kaid_330974286490005350009532,0
kaid_340400908192035090013193,0
kaid_334259637964649848034258,0
kaid_337952357958768452790740,0
kaid_325920155094689090834096,0
kaid_332734063359893234120350,0
kaid_333699012145697319058169,1
kaid_747293792916899335496391,0
kaid_746583362679451800773724,0
kaid_743890701796106986399484,0
kaid_754710672267619907088774,0
kaid_754777065375280031162546,0
kaid_745964010700260247445740,0
kaid_746134215685906568110873,0
kaid_753025290829228950048012,0
kaid_753494732245121321476499,0
kaid_748898647197118714986873,0
kaid_750952269120947020006459,0
kaid_749211340004012966513485,0
kaid_751107074298396886457784,0
kaid_752776414764803499235541,0
kaid_755643773089882385053074,0
kaid_751707191434460819981918,0
kaid_743727546558150399836845,0
kaid_188650144821633695784888,1
kaid_185221426129928829098848,0
kaid_194286223125462091692092,1
kaid_192215440565449082859147,1
kaid_184508301569835942538606,1
kaid_185138600245951691190434,0
kaid_19366122981297888392829,0
kaid_188339062491933734047075,0
kaid_195452778337094839609502,0
kaid_281437356502975976843669,0
kaid_271444808069092887253775,0
kaid_27505139243774357827136,1
kaid_269421095771494307423056,0
kaid_282555912419798774128896,0
kaid_268632146922368521753754,0
kaid_273156058769278247839387,1
kaid_272816308072411790460866,0
kaid_27416173688559144830760,0
kaid_269081983735514443744017,0
kaid_283106923008760413720169,0
kaid_2723622543655611288290,0
kaid_273727460110124542140478,0
kaid_271528435485901341577174,0
kaid_270143738515905479841864,0
kaid_268199024153895769875765,1
kaid_721828554149539454663025,0
kaid_716962704594408408141646,0
kaid_724286498272408010106861,0
kaid_716660677192761224253719,0
kaid_715337607491351282078597,0
kaid_721088050538036774971154,0
kaid_727157124928223130428711,0
kaid_717432637774079945292609,0
kaid_722638278250840591511803,0
kaid_717690281031684412676543,0
kaid_717724345884447943287004,0
kaid_715213746736773017315740,0
kaid_720387298434557333252697,0
kaid_949538016884022340248514,0
kaid_947079687122006649235899,0
kaid_947759847711890775299951,0
kaid_960372509414846196374672,0
kaid_948458566117768270468311,0
kaid_957588601677211738039469,0
kaid_949944783808303934307870,0
kaid_956713527795446111610674,0
kaid_955907972618625851601607,0
kaid_96035041304508980635706,0
kaid_952441689896320302693099,0
kaid_952866353838047451291786,0
kaid_960734522018335810204637,0
kaid_953390152392493970191252,0
kaid_960669333117846312340208,0
kaid_95926312536009749298832,0
kaid_419380668147618239999941,0
kaid_426198534731813553056313,0
kaid_422210593162176937432659,0
kaid_428979105015056172573962,1
kaid_42319727198674346297359,0
kaid_422167528313800015816548,0
kaid_42999679675845883905355,0
kaid_428127382384502401281010,0
kaid_429802431307973800651132,0
kaid_425457385727036490429462,0
kaid_423850541572075559826957,0
kaid_428738644105080281282084,0
kaid_427183156331188081572422,0
kaid_512688249269451725776844,0
kaid_513968926150954029759724,1
kaid_510068633033693970991567,0
kaid_508607283979593942291951,0
kaid_514388258489433174339513,0
kaid_512028699334965158563830,0
kaid_518633666198900076294179,0
kaid_508908532207559291378260,0
kaid_507078582785128077685717,0
kaid_512747009351645562660366,0
kaid_517546509694015213935208,0
kaid_516983533359612716028512,0
kaid_509186641844582832121058,0
kaid_514458151235662845901849,0
kaid_512527463249551546971216,0
kaid_515018885171849787993537,0
kaid_50664164000461982982348,0
kaid_508286535722584194378611,0
kaid_518991552409196470915577,0
kaid_284171369337152950023787,0
kaid_289751113424583142781626,0
kaid_294186582099461686636607,0
kaid_293736440861204319511596,0
kaid_295306702589179288963598,0
kaid_291393499286266837048048,0
kaid_292334626856143466598979,0
kaid_295032164255105521643988,0
kaid_287854109698832344114309,0
kaid_2963631850106380725998,0
kaid_293781403487371662884843,0
kaid_287286133075994470531009,0
kaid_286377125592498820917723,0
kaid_704959403449521931485355,0
kaid_700018514348780921437259,0
kaid_699780739724660258193139,0
kaid_70789831801950266838510,0
kaid_709090525273899524130674,1
kaid_701747818120604867646240,0
kaid_712533079733105008017431,0
kaid_712746584607650021227811,0
kaid_711166110464912155388708,0
kaid_701943794611173024620229,0
kaid_702245810062117553900673,0
kaid_708108821927511766238149,0
kaid_711741210171896383668737,0
kaid_704365813864485087921780,0
kaid_704617319321285532487084,0
kaid_870639273734739380856045,0
kaid_875680907504467326664520,0
kaid_876933370077851242552831,0
kaid_878561833397345739684906,0
kaid_866817437872171118303549,0
kaid_877630678927380726012792,1
kaid_877959717915145556464039,0
kaid_86708557258682889448874,0
kaid_87248954242555175653420,0
kaid_878911743443413983068615,0
kaid_868203598773684541515017,0
kaid_867497155094239315558315,0
kaid_19853136382994801989665,0
kaid_206322395559601459280349,0
kaid_200446487758561991062367,0
kaid_197112499060480978102856,0
kaid_200197987715144807757683,0
kaid_205584570682891962632044,0
kaid_206832755806043260328623,0
kaid_204520808692308157170864,0
kaid_197305293405021792983192,0
kaid_203634977774442317680545,0
kaid_197844227752956736223866,0
kaid_210064861737028112127577,0
kaid_200922591598467751798931,0
kaid_203476480326285360446329,0
kaid_197430758358862739152538,0
kaid_211228293517181842688637,0
kaid_200751612798688216724806,1
kaid_2094895851377719220158,0
kaid_210227419859315772514887,0
kaid_203205892372186236536290,0
kaid_479701542398969522692649,0
kaid_492898285448977756342373,0
kaid_482820168572545110212611,0
kaid_483369692386462385845610,0
kaid_479027809234540996489263,0
kaid_481300615455974655364886,0
kaid_482141293164577154986085,0
kaid_491049231069949250706170,0
kaid_491333602598538494131069,0
